0,0,0
0.0078537,0.00012337,-0.032975
0.015705,0.00049344,-0.065876
0.023553,0.0011101,-0.098631
0.031395,0.0019733,-0.13117
0.03923,0.0030827,-0.16341
0.047054,0.004438,-0.19529
0.054867,0.006039,-0.22674
0.062667,0.0078853,-0.25769
0.070451,0.0099763,-0.28806
0.078217,0.012312,-0.31779
0.085965,0.014891,-0.34682
0.093691,0.017713,-0.37508
0.10139,0.020777,-0.4025
0.10907,0.024083,-0.42903
0.11672,0.02763,-0.45461
0.12434,0.031417,-0.47918
0.13194,0.035443,-0.50269
0.1395,0.039706,-0.52508
0.14702,0.044207,-0.5463
0.15451,0.048943,-0.56631
0.16196,0.053915,-0.58507
0.16937,0.059119,-0.60252
0.17674,0.064556,-0.61864
0.18406,0.070224,-0.63338
0.19134,0.07612,-0.64672
0.19857,0.082245,-0.65862
0.20576,0.088597,-0.66906
0.21289,0.095173,-0.67801
0.21997,0.10197,-0.68546
0.227,0.10899,-0.69138
0.23396,0.11623,-0.69577
0.24088,0.12369,-0.69862
0.24773,0.13137,-0.69991
0.25452,0.13926,-0.69965
0.26125,0.14736,-0.69784
0.26791,0.15567,-0.69448
0.27451,0.16419,-0.68958
0.28104,0.17292,-0.68314
0.2875,0.18185,-0.67519
0.29389,0.19098,-0.66574
0.30021,0.20032,-0.65481
0.30645,0.20984,-0.64243
0.31262,0.21957,-0.62862
0.31871,0.22949,-0.61341
0.32472,0.23959,-0.59685
0.33066,0.24989,-0.57896
0.33651,0.26037,-0.55978
0.34227,0.27103,-0.53936
0.34796,0.28187,-0.51774
0.35355,0.29289,-0.49497
0.35906,0.30409,-0.47111
0.36448,0.31545,-0.4462
0.36982,0.32699,-0.42029
0.37506,0.33869,-0.39346
0.3802,0.35055,-0.36575
0.38526,0.36258,-0.33723
0.39022,0.37476,-0.30796
0.39508,0.38709,-0.278
0.39984,0.39958,-0.24743
0.40451,0.41221,-0.21631
0.40907,0.42499,-0.18471
0.41354,0.43792,-0.1527
0.4179,0.45098,-0.12035
0.42216,0.46417,-0.087733
0.42632,0.4775,-0.054921
0.43037,0.49096,-0.021988
0.43432,0.50454,0.010995
0.43815,0.51825,0.043953
0.44188,0.53207,0.076814
0.4455,0.54601,0.1095
0.44901,0.56006,0.14195
0.45241,0.57422,0.17408
0.4557,0.58849,0.20583
0.45888,0.60285,0.23712
0.46194,0.61732,0.26788
0.46489,0.63188,0.29805
0.46772,0.64653,0.32755
0.47044,0.66126,0.35633
0.47304,0.67608,0.38432
0.47553,0.69098,0.41145
0.4779,0.70596,0.43767
0.48015,0.72101,0.46292
0.48228,0.73613,0.48714
0.48429,0.75131,0.51028
0.48618,0.76655,0.53228
0.48796,0.78186,0.55311
0.48961,0.79721,0.5727
0.49114,0.81262,0.59103
0.49255,0.82807,0.60804
0.49384,0.84357,0.6237
0.49501,0.8591,0.63798
0.49606,0.87467,0.65084
0.49698,0.89027,0.66226
0.49778,0.90589,0.67221
0.49846,0.92154,0.68066
0.49901,0.93721,0.6876
0.49944,0.95289,0.69302
0.49975,0.96859,0.69689
0.49994,0.98429,0.69922
0.5,1,0.7
